"epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/approx_kl_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/approx_kl_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_123 - train/approx_kl_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/approx_kl_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/approx_kl_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_42 - train/approx_kl_epoch__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - _step__MAX","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/approx_kl_epoch","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/approx_kl_epoch__MIN","SuCOS_lr_1e-5_clip_0.1_centered_rewards_seed_976 - train/approx_kl_epoch__MAX"
"37","78","78","78","0.027852758765220642","0.027852758765220642","0.027852758765220642","78","78","78","0.026130953803658485","0.026130953803658485","0.026130953803658485","77","77","77","0.024612238630652428","0.024612238630652428","0.024612238630652428"
"38","80","80","80","0.027670202776789665","0.027670202776789665","0.027670202776789665","80","80","80","0.02708718553185463","0.02708718553185463","0.02708718553185463","79","79","79","0.024718470871448517","0.024718470871448517","0.024718470871448517"
"39","83","83","83","0.027133533731102943","0.027133533731102943","0.027133533731102943","83","83","83","0.028231367468833923","0.028231367468833923","0.028231367468833923","82","82","82","0.025387762114405632","0.025387762114405632","0.025387762114405632"
"40","85","85","85","0.027495335787534714","0.027495335787534714","0.027495335787534714","85","85","85","0.025679275393486023","0.025679275393486023","0.025679275393486023","84","84","84","0.025356650352478027","0.025356650352478027","0.025356650352478027"
"41","87","87","87","0.027973469346761703","0.027973469346761703","0.027973469346761703","87","87","87","0.026777105405926704","0.026777105405926704","0.026777105405926704","86","86","86","0.025611888617277145","0.025611888617277145","0.025611888617277145"
"42","89","89","89","0.027174266055226326","0.027174266055226326","0.027174266055226326","89","89","89","0.026064086705446243","0.026064086705446243","0.026064086705446243","88","88","88","0.02626911923289299","0.02626911923289299","0.02626911923289299"
"43","91","91","91","0.028379708528518677","0.028379708528518677","0.028379708528518677","91","91","91","0.027160167694091797","0.027160167694091797","0.027160167694091797","90","90","90","0.025915369391441345","0.025915369391441345","0.025915369391441345"
"44","93","93","93","0.028746329247951508","0.028746329247951508","0.028746329247951508","93","93","93","0.02656291238963604","0.02656291238963604","0.02656291238963604","92","92","92","0.02639640122652054","0.02639640122652054","0.02639640122652054"
"45","95","95","95","0.028584331274032593","0.028584331274032593","0.028584331274032593","95","95","95","0.026662318035960197","0.026662318035960197","0.026662318035960197","94","94","94","0.026209769770503044","0.026209769770503044","0.026209769770503044"
"46","97","97","97","0.028255388140678406","0.028255388140678406","0.028255388140678406","97","97","97","0.027885066345334053","0.027885066345334053","0.027885066345334053","96","96","96","0.02712179720401764","0.02712179720401764","0.02712179720401764"
"47","99","99","99","0.028204381465911865","0.028204381465911865","0.028204381465911865","99","99","99","0.02678724005818367","0.02678724005818367","0.02678724005818367","98","98","98","0.027166280895471573","0.027166280895471573","0.027166280895471573"
"48","101","101","101","0.029626984149217606","0.029626984149217606","0.029626984149217606","101","101","101","0.028045441955327988","0.028045441955327988","0.028045441955327988","100","100","100","0.02747403457760811","0.02747403457760811","0.02747403457760811"
"49","104","104","104","0.02911929227411747","0.02911929227411747","0.02911929227411747","104","104","104","0.027109116315841675","0.027109116315841675","0.027109116315841675","103","103","103","0.027942568063735962","0.027942568063735962","0.027942568063735962"
"50","106","106","106","0.030851732939481735","0.030851732939481735","0.030851732939481735","106","106","106","0.027583085000514984","0.027583085000514984","0.027583085000514984","105","105","105","0.02802630513906479","0.02802630513906479","0.02802630513906479"
"51","108","108","108","0.029797296971082687","0.029797296971082687","0.029797296971082687","108","108","108","0.029617350548505783","0.029617350548505783","0.029617350548505783","107","107","107","0.027323683723807335","0.027323683723807335","0.027323683723807335"
"52","110","110","110","0.03078259341418743","0.03078259341418743","0.03078259341418743","110","110","110","0.027682410553097725","0.027682410553097725","0.027682410553097725","109","109","109","0.027551311999559402","0.027551311999559402","0.027551311999559402"
"53","112","112","112","0.03126347064971924","0.03126347064971924","0.03126347064971924","112","112","112","0.02886808291077614","0.02886808291077614","0.02886808291077614","111","111","111","0.029127243906259537","0.029127243906259537","0.029127243906259537"
"54","114","114","114","0.029526568949222565","0.029526568949222565","0.029526568949222565","114","114","114","0.028614280745387077","0.028614280745387077","0.028614280745387077","113","113","113","0.029110046103596687","0.029110046103596687","0.029110046103596687"
"55","116","116","116","0.03043333627283573","0.03043333627283573","0.03043333627283573","116","116","116","0.029524505138397217","0.029524505138397217","0.029524505138397217","115","115","115","0.029735341668128967","0.029735341668128967","0.029735341668128967"
"56","118","118","118","0.030834320932626724","0.030834320932626724","0.030834320932626724","118","118","118","0.030044162645936012","0.030044162645936012","0.030044162645936012","117","117","117","0.029755257070064545","0.029755257070064545","0.029755257070064545"
"57","120","120","120","0.03161405026912689","0.03161405026912689","0.03161405026912689","120","120","120","0.030571840703487396","0.030571840703487396","0.030571840703487396","119","119","119","0.029780879616737366","0.029780879616737366","0.029780879616737366"
"58","122","122","122","0.03182581067085266","0.03182581067085266","0.03182581067085266","122","122","122","0.029018938541412354","0.029018938541412354","0.029018938541412354","121","121","121","0.029627246782183647","0.029627246782183647","0.029627246782183647"
"59","125","125","125","0.03167473152279854","0.03167473152279854","0.03167473152279854","125","125","125","0.031029656529426575","0.031029656529426575","0.031029656529426575","124","124","124","0.03041239082813263","0.03041239082813263","0.03041239082813263"
"60","127","127","127","0.03219764679670334","0.03219764679670334","0.03219764679670334","127","127","127","0.028494322672486305","0.028494322672486305","0.028494322672486305","126","126","126","0.02945295348763466","0.02945295348763466","0.02945295348763466"
"61","129","129","129","0.03212195262312889","0.03212195262312889","0.03212195262312889","129","129","129","0.03200444579124451","0.03200444579124451","0.03200444579124451","128","128","128","0.030110057443380356","0.030110057443380356","0.030110057443380356"
"62","131","131","131","0.03177723288536072","0.03177723288536072","0.03177723288536072","131","131","131","0.03063792735338211","0.03063792735338211","0.03063792735338211","130","130","130","0.03057689592242241","0.03057689592242241","0.03057689592242241"
"63","133","133","133","0.03370783478021622","0.03370783478021622","0.03370783478021622","133","133","133","0.032264530658721924","0.032264530658721924","0.032264530658721924","132","132","132","0.030917951837182045","0.030917951837182045","0.030917951837182045"
"64","135","135","135","0.035234518349170685","0.035234518349170685","0.035234518349170685","135","135","135","0.03158729150891304","0.03158729150891304","0.03158729150891304","134","134","134","0.03122156485915184","0.03122156485915184","0.03122156485915184"
"65","137","137","137","0.034527961164712906","0.034527961164712906","0.034527961164712906","137","137","137","0.030495716258883476","0.030495716258883476","0.030495716258883476","136","136","136","0.031183481216430664","0.031183481216430664","0.031183481216430664"
"66","139","139","139","0.03347296267747879","0.03347296267747879","0.03347296267747879","139","139","139","0.0336567759513855","0.0336567759513855","0.0336567759513855","138","138","138","0.030520694330334663","0.030520694330334663","0.030520694330334663"
"67","141","141","141","0.035177990794181824","0.035177990794181824","0.035177990794181824","141","141","141","0.0329354926943779","0.0329354926943779","0.0329354926943779","140","140","140","0.03174137324094772","0.03174137324094772","0.03174137324094772"
"68","143","143","143","0.03522248566150665","0.03522248566150665","0.03522248566150665","143","143","143","0.03230111300945282","0.03230111300945282","0.03230111300945282","142","142","142","0.03070438653230667","0.03070438653230667","0.03070438653230667"
"69","146","146","146","0.034658558666706085","0.034658558666706085","0.034658558666706085","146","146","146","0.03527984023094177","0.03527984023094177","0.03527984023094177","145","145","145","0.03118124231696129","0.03118124231696129","0.03118124231696129"
"70","148","148","148","0.0346653088927269","0.0346653088927269","0.0346653088927269","148","148","148","0.034719981253147125","0.034719981253147125","0.034719981253147125","147","147","147","0.03129176050424576","0.03129176050424576","0.03129176050424576"
"71","150","150","150","0.034568529576063156","0.034568529576063156","0.034568529576063156","150","150","150","0.035575129091739655","0.035575129091739655","0.035575129091739655","149","149","149","0.03227267414331436","0.03227267414331436","0.03227267414331436"
"72","152","152","152","0.035161785781383514","0.035161785781383514","0.035161785781383514","152","152","152","0.03716794028878212","0.03716794028878212","0.03716794028878212","151","151","151","0.031414926052093506","0.031414926052093506","0.031414926052093506"
"73","154","154","154","0.03639579564332962","0.03639579564332962","0.03639579564332962","154","154","154","0.03726055845618248","0.03726055845618248","0.03726055845618248","153","153","153","0.0339164212346077","0.0339164212346077","0.0339164212346077"
"74","156","156","156","0.03757031261920929","0.03757031261920929","0.03757031261920929","156","156","156","0.036442339420318604","0.036442339420318604","0.036442339420318604","155","155","155","0.035457976162433624","0.035457976162433624","0.035457976162433624"
"75","158","158","158","0.036050744354724884","0.036050744354724884","0.036050744354724884","158","158","158","0.03814622014760971","0.03814622014760971","0.03814622014760971","157","157","157","0.03626631200313568","0.03626631200313568","0.03626631200313568"
"76","160","160","160","0.03870707005262375","0.03870707005262375","0.03870707005262375","160","160","160","0.03819768875837326","0.03819768875837326","0.03819768875837326","159","159","159","0.03498784080147743","0.03498784080147743","0.03498784080147743"
"77","162","162","162","0.03629785776138306","0.03629785776138306","0.03629785776138306","162","162","162","0.03968096151947975","0.03968096151947975","0.03968096151947975","161","161","161","0.03563226759433746","0.03563226759433746","0.03563226759433746"
"78","164","164","164","0.038953155279159546","0.038953155279159546","0.038953155279159546","164","164","164","0.038529470562934875","0.038529470562934875","0.038529470562934875","163","163","163","0.03839614614844322","0.03839614614844322","0.03839614614844322"
"79","167","167","167","0.03925492241978645","0.03925492241978645","0.03925492241978645","167","167","167","0.03840213268995285","0.03840213268995285","0.03840213268995285","166","166","166","0.03792813792824745","0.03792813792824745","0.03792813792824745"
"80","169","169","169","0.03990800678730011","0.03990800678730011","0.03990800678730011","169","169","169","0.037471041083335876","0.037471041083335876","0.037471041083335876","168","168","168","0.039570413529872894","0.039570413529872894","0.039570413529872894"
"81","171","171","171","0.03985081613063812","0.03985081613063812","0.03985081613063812","171","171","171","0.03985827416181564","0.03985827416181564","0.03985827416181564","170","170","170","0.03804389014840126","0.03804389014840126","0.03804389014840126"
"82","173","173","173","0.03918314725160599","0.03918314725160599","0.03918314725160599","173","173","173","0.03894945979118347","0.03894945979118347","0.03894945979118347","172","172","172","0.039215944707393646","0.039215944707393646","0.039215944707393646"
"83","175","175","175","0.041371457278728485","0.041371457278728485","0.041371457278728485","175","175","175","0.03698616474866867","0.03698616474866867","0.03698616474866867","174","174","174","0.03989163786172867","0.03989163786172867","0.03989163786172867"
"84","177","177","177","0.04226932302117348","0.04226932302117348","0.04226932302117348","177","177","177","0.039050906896591187","0.039050906896591187","0.039050906896591187","176","176","176","0.04062585532665253","0.04062585532665253","0.04062585532665253"
"85","179","179","179","0.04189325124025345","0.04189325124025345","0.04189325124025345","179","179","179","0.039906471967697144","0.039906471967697144","0.039906471967697144","178","178","178","0.041013654321432114","0.041013654321432114","0.041013654321432114"
"86","181","181","181","0.04281789809465408","0.04281789809465408","0.04281789809465408","181","181","181","0.041121527552604675","0.041121527552604675","0.041121527552604675","180","180","180","0.04280686378479004","0.04280686378479004","0.04280686378479004"
"87","183","183","183","0.043770354241132736","0.043770354241132736","0.043770354241132736","183","183","183","0.04278912395238876","0.04278912395238876","0.04278912395238876","182","182","182","0.04359390586614609","0.04359390586614609","0.04359390586614609"
"88","185","185","185","0.04573466628789902","0.04573466628789902","0.04573466628789902","185","185","185","0.04066023230552673","0.04066023230552673","0.04066023230552673","184","184","184","0.04148788005113602","0.04148788005113602","0.04148788005113602"
"89","188","188","188","0.045864805579185486","0.045864805579185486","0.045864805579185486","188","188","188","0.040810663253068924","0.040810663253068924","0.040810663253068924","187","187","187","0.04371117055416107","0.04371117055416107","0.04371117055416107"
"90","190","190","190","0.049556806683540344","0.049556806683540344","0.049556806683540344","190","190","190","0.040468957275152206","0.040468957275152206","0.040468957275152206","189","189","189","0.04401643946766853","0.04401643946766853","0.04401643946766853"
"91","192","192","192","0.047243546694517136","0.047243546694517136","0.047243546694517136","192","192","192","0.04290199652314186","0.04290199652314186","0.04290199652314186","191","191","191","0.04312939941883087","0.04312939941883087","0.04312939941883087"
"92","194","194","194","0.04683291167020798","0.04683291167020798","0.04683291167020798","194","194","194","0.04303218424320221","0.04303218424320221","0.04303218424320221","193","193","193","0.04463053494691849","0.04463053494691849","0.04463053494691849"
"93","196","196","196","0.04718305915594101","0.04718305915594101","0.04718305915594101","196","196","196","0.04258127510547638","0.04258127510547638","0.04258127510547638","195","195","195","0.04460069537162781","0.04460069537162781","0.04460069537162781"
"94","198","198","198","0.045442041009664536","0.045442041009664536","0.045442041009664536","198","198","198","0.043530769646167755","0.043530769646167755","0.043530769646167755","197","197","197","0.044760338962078094","0.044760338962078094","0.044760338962078094"
"95","200","200","200","0.04644612595438957","0.04644612595438957","0.04644612595438957","200","200","200","0.04497683793306351","0.04497683793306351","0.04497683793306351","199","199","199","0.04406559839844704","0.04406559839844704","0.04406559839844704"
"96","202","202","202","0.0478362962603569","0.0478362962603569","0.0478362962603569","202","202","202","0.04502682387828827","0.04502682387828827","0.04502682387828827","201","201","201","0.04567575454711914","0.04567575454711914","0.04567575454711914"
"97","204","204","204","0.04596871882677078","0.04596871882677078","0.04596871882677078","204","204","204","0.04543345794081688","0.04543345794081688","0.04543345794081688","203","203","203","0.044740572571754456","0.044740572571754456","0.044740572571754456"
"98","206","206","206","0.04736166447401047","0.04736166447401047","0.04736166447401047","206","206","206","0.04661792516708374","0.04661792516708374","0.04661792516708374","205","205","205","0.04536689817905426","0.04536689817905426","0.04536689817905426"
"99","209","209","209","0.04972712695598602","0.04972712695598602","0.04972712695598602","209","209","209","0.046225655823946","0.046225655823946","0.046225655823946","208","208","208","0.04517560079693794","0.04517560079693794","0.04517560079693794"
"100","211","211","211","0.05338302254676819","0.05338302254676819","0.05338302254676819","211","211","211","0.04722774773836136","0.04722774773836136","0.04722774773836136","210","210","210","0.04874558001756668","0.04874558001756668","0.04874558001756668"
"101","213","213","213","0.05169811099767685","0.05169811099767685","0.05169811099767685","213","213","213","0.046736590564250946","0.046736590564250946","0.046736590564250946","212","212","212","0.04675227403640747","0.04675227403640747","0.04675227403640747"
"102","215","215","215","0.04976831376552582","0.04976831376552582","0.04976831376552582","215","215","215","0.04892504960298538","0.04892504960298538","0.04892504960298538","214","214","214","0.047358207404613495","0.047358207404613495","0.047358207404613495"
"103","217","217","217","0.05150742828845978","0.05150742828845978","0.05150742828845978","217","217","217","0.04912702739238739","0.04912702739238739","0.04912702739238739","216","216","216","0.0486222542822361","0.0486222542822361","0.0486222542822361"
"104","219","219","219","0.049122653901576996","0.049122653901576996","0.049122653901576996","219","219","219","0.05025129392743111","0.05025129392743111","0.05025129392743111","218","218","218","0.04688722640275955","0.04688722640275955","0.04688722640275955"
"105","221","221","221","0.04886994510889053","0.04886994510889053","0.04886994510889053","221","221","221","0.051168520003557205","0.051168520003557205","0.051168520003557205","220","220","220","0.04762819781899452","0.04762819781899452","0.04762819781899452"
"106","223","223","223","0.050126731395721436","0.050126731395721436","0.050126731395721436","223","223","223","0.050302837044000626","0.050302837044000626","0.050302837044000626","222","222","222","0.04762247949838638","0.04762247949838638","0.04762247949838638"
"107","225","225","225","0.04896083474159241","0.04896083474159241","0.04896083474159241","225","225","225","0.04958968609571457","0.04958968609571457","0.04958968609571457","224","224","224","0.04695318266749382","0.04695318266749382","0.04695318266749382"
"108","227","227","227","0.0486176460981369","0.0486176460981369","0.0486176460981369","227","227","227","0.04867693781852722","0.04867693781852722","0.04867693781852722","226","226","226","0.04804112762212753","0.04804112762212753","0.04804112762212753"
"109","230","230","230","0.051314227283000946","0.051314227283000946","0.051314227283000946","230","230","230","0.049533434212207794","0.049533434212207794","0.049533434212207794","229","229","229","0.048093728721141815","0.048093728721141815","0.048093728721141815"
"110","232","232","232","0.05087918043136597","0.05087918043136597","0.05087918043136597","232","232","232","0.04891294240951538","0.04891294240951538","0.04891294240951538","231","231","231","0.04764840006828308","0.04764840006828308","0.04764840006828308"
"111","234","234","234","0.05072296783328056","0.05072296783328056","0.05072296783328056","234","234","234","0.048291005194187164","0.048291005194187164","0.048291005194187164","233","233","233","0.04865926876664162","0.04865926876664162","0.04865926876664162"
"112","236","236","236","0.052096959203481674","0.052096959203481674","0.052096959203481674","236","236","236","0.051583774387836456","0.051583774387836456","0.051583774387836456","235","235","235","0.051621805876493454","0.051621805876493454","0.051621805876493454"
"113","238","238","238","0.05024832487106323","0.05024832487106323","0.05024832487106323","238","238","238","0.04931461811065674","0.04931461811065674","0.04931461811065674","237","237","237","0.05008728802204132","0.05008728802204132","0.05008728802204132"
"114","240","240","240","0.050650425255298615","0.050650425255298615","0.050650425255298615","240","240","240","0.04937537759542465","0.04937537759542465","0.04937537759542465","239","239","239","0.050495170056819916","0.050495170056819916","0.050495170056819916"
"115","242","242","242","0.04963923990726471","0.04963923990726471","0.04963923990726471","242","242","242","0.051550284028053284","0.051550284028053284","0.051550284028053284","241","241","241","0.04883627966046333","0.04883627966046333","0.04883627966046333"
"116","244","244","244","0.05409727245569229","0.05409727245569229","0.05409727245569229","244","244","244","0.050361841917037964","0.050361841917037964","0.050361841917037964","243","243","243","0.050081148743629456","0.050081148743629456","0.050081148743629456"
"117","246","246","246","0.05057592689990997","0.05057592689990997","0.05057592689990997","246","246","246","0.0490972176194191","0.0490972176194191","0.0490972176194191","245","245","245","0.05045329034328461","0.05045329034328461","0.05045329034328461"
"118","248","248","248","0.05397950857877731","0.05397950857877731","0.05397950857877731","248","248","248","0.048346396535634995","0.048346396535634995","0.048346396535634995","247","247","247","0.0542001910507679","0.0542001910507679","0.0542001910507679"
"119","251","251","251","0.05364345759153366","0.05364345759153366","0.05364345759153366","251","251","251","0.049310244619846344","0.049310244619846344","0.049310244619846344","250","250","250","0.053618937730789185","0.053618937730789185","0.053618937730789185"
