filename,original_molecules,valid_molecules,initially_valid_molecules,fixed_molecules,unfixable_molecules,qed_mean,qed_std,sa_mean,sa_std,logp_mean,logp_std,lipinski_violations_mean,lipinski_violations_std,diversity
PRISM_7t2i_25.sdf,100,98,98,0,2,0.7037004965719403,0.1319899783200173,0.6725510204081633,0.09497917306065208,3.34477367346939,1.3217438320808055,0.09183673469387756,0.28879534077724295,0.7181889301804989
PRISM_7mra_25.sdf,100,99,99,0,1,0.6856830518516143,0.15965752343914608,0.6513131313131314,0.09487521272273795,3.6756740404040427,1.3248415505380875,0.15151515151515152,0.3585502898848253,0.6612687111407664
