epoch,timestep,mol_idx,old_log_prob,new_log_prob,ratio,reward,advantage,surr1,surr2,entropy,approx_kl,clipfrac
48,25.0,0,-3.866377592086792,-3.8918192386627197,0.974879264831543,0.7487960457801819,0.459290087223053,0.4477523863315582,0.4477523863315582,3.7415947914123535,0.03578808531165123,0.0
48,24.0,1,-3.6376028060913086,-3.6492655277252197,0.9884049892425537,0.61370849609375,-0.007535893004387617,-0.007448514457792044,-0.007448514457792044,3.7415947914123535,0.03578808531165123,0.0
48,41.0,2,-4.37977933883667,-4.365048408508301,1.0148398876190186,0.8309599161148071,0.743226170539856,0.7542555928230286,0.7542555928230286,3.7415947914123535,0.03578808531165123,0.0
48,83.0,3,-3.580846071243286,-3.541337728500366,1.0402991771697998,0.804568350315094,0.6520240902900696,0.678300142288208,0.678300142288208,3.7415947914123535,0.03578808531165123,0.0
48,68.0,4,-4.0601348876953125,-4.08691930770874,0.9735710620880127,0.189085453748703,-1.4749181270599365,-1.4359376430511475,-1.4359376430511475,3.7415947914123535,0.03578808531165123,0.0
48,74.0,5,-3.816200017929077,-3.834347724914551,0.9820160269737244,0.8216239809989929,0.7109637260437012,0.6981777548789978,0.6981777548789978,3.7415947914123535,0.03578808531165123,0.0
48,73.0,6,-4.151320457458496,-4.181902885437012,0.9698804616928101,0.7963200211524963,0.6235200762748718,0.6047399640083313,0.6047399640083313,3.7415947914123535,0.03578808531165123,0.0
48,18.0,7,-3.1026744842529297,-3.206735610961914,0.9011702537536621,0.887485146522522,0.9385620355606079,0.8458042144775391,0.8458042144775391,3.7415947914123535,0.03578808531165123,0.0
48,56.0,8,-4.060515403747559,-4.098525524139404,0.9627032279968262,0.7003636956214905,0.2919210195541382,0.28103330731391907,0.28103330731391907,3.7415947914123535,0.03578808531165123,0.0
48,84.0,9,-4.576988220214844,-4.632345676422119,0.9461469054222107,0.4728084206581116,-0.49444839358329773,-0.46782082319259644,-0.46782082319259644,3.7415947914123535,0.03578808531165123,0.0
48,27.0,10,-2.6582536697387695,-2.751427412033081,0.9110351800918579,0.8866814374923706,0.935784637928009,0.8525327444076538,0.8525327444076538,3.7415947914123535,0.03578808531165123,0.0
48,99.0,11,-4.2093000411987305,-4.190247058868408,1.0192357301712036,0.13439495861530304,-1.6639137268066406,-1.6959203481674194,-1.6959203481674194,3.7415947914123535,0.03578808531165123,0.0
48,15.0,12,-2.8655478954315186,-2.851147174835205,1.0145049095153809,0.5211037397384644,-0.327552855014801,-0.3323039710521698,-0.3323039710521698,3.7415947914123535,0.03578808531165123,0.0
48,68.0,13,-5.111719608306885,-5.106251239776611,1.0054833889007568,0.3573330342769623,-0.893500030040741,-0.8983994126319885,-0.8983994126319885,3.7415947914123535,0.03578808531165123,0.0
48,42.0,14,-3.450202703475952,-3.53471040725708,0.9189645648002625,0.8158890604972839,0.6911453604698181,0.6351380944252014,0.6351380944252014,3.7415947914123535,0.03578808531165123,0.0
