epoch,timestep,mol_idx,old_log_prob,new_log_prob,ratio,reward,advantage,surr1,surr2,entropy,approx_kl,clipfrac
8,12.0,0,-3.1539371013641357,-3.1721973419189453,0.981905460357666,0.986858606338501,1.5898422002792358,1.5610747337341309,1.5610747337341309,3.7979321479797363,0.03227610141038895,0.0
8,21.0,1,-2.8686444759368896,-2.9914867877960205,0.8844031095504761,0.790322482585907,0.9190638065338135,0.8128228783607483,0.8128228783607483,3.7979321479797363,0.03227610141038895,0.0
8,82.0,2,-3.2420356273651123,-3.2077043056488037,1.0349273681640625,0.5679924488067627,0.16025079786777496,0.16584794223308563,0.16584794223308563,3.7979321479797363,0.03227610141038895,0.0
8,4.0,3,-2.6773362159729004,-2.749911069869995,0.929996132850647,0.8240224123001099,1.0340818166732788,0.9616920948028564,0.9616920948028564,3.7979321479797363,0.03227610141038895,0.0
8,28.0,4,-3.469796895980835,-3.5058341026306152,0.9646044373512268,0.11235012114048004,-1.3948577642440796,-1.345486044883728,-1.345486044883728,3.7979321479797363,0.03227610141038895,0.0
8,82.0,5,-3.5531015396118164,-3.586536407470703,0.9671179056167603,0.20681259036064148,-1.0724570751190186,-1.037192463874817,-1.037192463874817,3.7979321479797363,0.03227610141038895,0.0
8,106.0,6,-4.121585845947266,-4.136661529541016,0.9850373864173889,0.5031429529190063,-0.06108071282505989,-0.06016678735613823,-0.06016678735613823,3.7979321479797363,0.03227610141038895,0.0
8,11.0,7,-2.901413679122925,-2.9538607597351074,0.9489045739173889,0.3473348319530487,-0.5928542613983154,-0.562562108039856,-0.562562108039856,3.7979321479797363,0.03227610141038895,0.0
8,88.0,8,-3.6959166526794434,-3.6743202209472656,1.0218313932418823,0.4809962511062622,-0.13666747510433197,-0.1396511197090149,-0.1396511197090149,3.7979321479797363,0.03227610141038895,0.0
8,35.0,9,-4.20521354675293,-4.219061374664307,0.9862476587295532,0.3271632194519043,-0.6617000102996826,-0.652600109577179,-0.652600109577179,3.7979321479797363,0.03227610141038895,0.0
8,30.0,10,-3.8849360942840576,-3.9283812046051025,0.9574850797653198,0.6678276062011719,0.5009884834289551,0.47968900203704834,0.47968900203704834,3.7979321479797363,0.03227610141038895,0.0
8,84.0,11,-4.56410551071167,-4.593571662902832,0.970963716506958,0.4710906744003296,-0.17047522962093353,-0.16552525758743286,-0.16552525758743286,3.7979321479797363,0.03227610141038895,0.0
8,101.0,12,-4.865886211395264,-4.86255407333374,1.0033377408981323,-0.10000000149011612,-2.1196093559265137,-2.1266839504241943,-2.1266839504241943,3.7979321479797363,0.03227610141038895,0.0
8,91.0,13,-3.2230544090270996,-3.2353034019470215,0.9878257513046265,0.5297505259513855,0.029731007292866707,0.02936905436217785,0.02936905436217785,3.7979321479797363,0.03227610141038895,0.0
8,121.0,14,-3.9620649814605713,-3.9668309688568115,0.9952453374862671,0.021725932136178017,-1.7041584253311157,-1.6960557699203491,-1.6960557699203491,3.7979321479797363,0.03227610141038895,0.0
8,25.0,15,-4.078294277191162,-4.042801856994629,1.0361297130584717,0.3647545576095581,-0.5334007143974304,-0.5526723265647888,-0.5526723265647888,3.7979321479797363,0.03227610141038895,0.0
8,51.0,16,-3.606665849685669,-3.6344637870788574,0.9725848436355591,0.7001569271087646,0.6113285422325134,0.5945688486099243,0.5945688486099243,3.7979321479797363,0.03227610141038895,0.0
8,13.0,17,-3.3644003868103027,-3.468147039413452,0.9014536738395691,0.8847438097000122,1.2413240671157837,1.1189961433410645,1.1189961433410645,3.7979321479797363,0.03227610141038895,0.0
8,27.0,18,-3.7006704807281494,-3.6744320392608643,1.0265856981277466,0.6737518310546875,0.521207869052887,0.5350645184516907,0.5350645184516907,3.7979321479797363,0.03227610141038895,0.0
8,37.0,19,-3.703921318054199,-3.6858644485473633,1.0182207822799683,0.026877861469984055,-1.6865748167037964,-1.7173055410385132,-1.7173055410385132,3.7979321479797363,0.03227610141038895,0.0
