epoch,timestep,mol_idx,old_log_prob,new_log_prob,ratio,reward,advantage,surr1,surr2,entropy,approx_kl,clipfrac
44,92.0,0,-4.6495866775512695,-4.716695308685303,0.9350935816764832,0.32439684867858887,-0.8818178772926331,-0.8245822191238403,-0.8245822191238403,3.8782598972320557,0.03436446189880371,0.0
44,58.0,1,-3.9246482849121094,-3.8589625358581543,1.0678911209106445,0.1678149551153183,-1.4071292877197266,-1.502660870552063,-1.502660870552063,3.8782598972320557,0.03436446189880371,0.0
44,101.0,2,-4.551785469055176,-4.57499361038208,0.9770590662956238,0.3189481794834137,-0.9000974297523499,-0.8794483542442322,-0.8794483542442322,3.8782598972320557,0.03436446189880371,0.0
44,18.0,3,-3.7978525161743164,-3.9442434310913086,0.86381995677948,0.9224691987037659,1.1246355772018433,0.9714826345443726,0.9714826345443726,3.8782598972320557,0.03436446189880371,0.0
44,90.0,4,-4.149650573730469,-4.173251628875732,0.976675271987915,0.8900918960571289,1.0160140991210938,0.9923158288002014,0.9923158288002014,3.8782598972320557,0.03436446189880371,0.0
44,68.0,5,-4.099677085876465,-4.1200456619262695,0.9798374772071838,0.48084449768066406,-0.35695675015449524,-0.34975960850715637,-0.34975960850715637,3.8782598972320557,0.03436446189880371,0.0
44,39.0,6,-4.301362991333008,-4.360526084899902,0.9425530433654785,0.49914515018463135,-0.29556047916412354,-0.278581440448761,-0.278581440448761,3.8782598972320557,0.03436446189880371,0.0
44,104.0,7,-4.570507526397705,-4.546681880950928,1.0241117477416992,0.7140029072761536,0.4252588152885437,0.4355125427246094,0.4355125427246094,3.8782598972320557,0.03436446189880371,0.0
44,20.0,8,-3.2847506999969482,-3.35058331489563,0.9362875819206238,0.9553326964378357,1.2348883152008057,1.1562105417251587,1.1562105417251587,3.8782598972320557,0.03436446189880371,0.0
44,111.0,9,-4.310130596160889,-4.278985977172852,1.0316346883773804,0.6277963519096375,0.13604725897312164,0.1403510719537735,0.1403510719537735,3.8782598972320557,0.03436446189880371,0.0
44,92.0,10,-4.881000995635986,-4.949629783630371,0.9336732029914856,0.8481889367103577,0.8754351735115051,0.8173703551292419,0.8173703551292419,3.8782598972320557,0.03436446189880371,0.0
44,51.0,11,-3.251678705215454,-3.2871322631835938,0.9651675820350647,0.3108484148979187,-0.9272710680961609,-0.8949719667434692,-0.8949719667434692,3.8782598972320557,0.03436446189880371,0.0
44,115.0,12,-5.058816432952881,-5.033939361572266,1.0251890420913696,0.6661446690559387,0.2647007703781128,0.2713683247566223,0.2713683247566223,3.8782598972320557,0.03436446189880371,0.0
44,74.0,13,-3.747220039367676,-3.8110530376434326,0.9381616711616516,0.737562358379364,0.50429767370224,0.4731127619743347,0.4731127619743347,3.8782598972320557,0.03436446189880371,0.0
44,48.0,14,-4.164691925048828,-4.1807427406311035,0.9840773344039917,0.9459580183029175,1.2034374475479126,1.184275507926941,1.184275507926941,3.8782598972320557,0.03436446189880371,0.0
44,97.0,15,-4.023026466369629,-4.0963215827941895,0.9293264746665955,0.1408097892999649,-1.4977282285690308,-1.3918784856796265,-1.3918784856796265,3.8782598972320557,0.03436446189880371,0.0
44,56.0,16,-3.5981695652008057,-3.610917091369629,0.9873334169387817,0.4579901397228241,-0.4336300790309906,-0.42813748121261597,-0.42813748121261597,3.8782598972320557,0.03436446189880371,0.0
44,115.0,17,-4.098006248474121,-4.069929122924805,1.028475046157837,0.3085409998893738,-0.93501216173172,-0.9616366624832153,-0.9616366624832153,3.8782598972320557,0.03436446189880371,0.0
44,65.0,18,-3.152643918991089,-3.1522350311279297,1.0004090070724487,0.10266924649477005,-1.6256846189498901,-1.6263495683670044,-1.6263495683670044,3.8782598972320557,0.03436446189880371,0.0
44,35.0,19,-3.5454039573669434,-3.5556750297546387,0.9897814989089966,0.9063992500305176,1.070723056793213,1.0597819089889526,1.0597819089889526,3.8782598972320557,0.03436446189880371,0.0
44,73.0,20,-4.402278900146484,-4.443807125091553,0.9593222737312317,0.8455870151519775,0.8667060732841492,0.8314504623413086,0.8314504623413086,3.8782598972320557,0.03436446189880371,0.0
44,14.0,21,-2.949326515197754,-2.963376998901367,0.9860477447509766,0.6881793737411499,0.3386242985725403,0.33389973640441895,0.33389973640441895,3.8782598972320557,0.03436446189880371,0.0
44,36.0,22,-3.836777687072754,-3.8637518882751465,0.973386287689209,0.8999839425086975,1.0492005348205566,1.0212774276733398,1.0212774276733398,3.8782598972320557,0.03436446189880371,0.0
44,57.0,23,-3.6112165451049805,-3.6414260864257812,0.9702422022819519,0.8521376848220825,0.8886827230453491,0.8622374534606934,0.8622374534606934,3.8782598972320557,0.03436446189880371,0.0
44,104.0,24,-5.804588317871094,-5.900020122528076,0.9089803695678711,0.05828850343823433,-1.7745760679244995,-1.6130547523498535,-1.6130547523498535,3.8782598972320557,0.03436446189880371,0.0
44,24.0,25,-3.167907953262329,-3.2058889865875244,0.9627312421798706,0.2442941665649414,-1.1505517959594727,-1.1076722145080566,-1.1076722145080566,3.8782598972320557,0.03436446189880371,0.0
44,18.0,26,-3.5681495666503906,-3.7136223316192627,0.8646134734153748,0.17351895570755005,-1.3879932165145874,-1.2000776529312134,-1.2000776529312134,3.8782598972320557,0.03436446189880371,0.0
44,48.0,27,-3.560851573944092,-3.534721612930298,1.0264743566513062,0.61353600025177,0.08820566534996033,0.09054085612297058,0.09054085612297058,3.8782598972320557,0.03436446189880371,0.0
